country,attained_grade,age_group,adminregion,year,adminregionname,category,literacy_rate
Benin,6,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.6286288499832153
Benin,6,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5306673049926758
Benin,6,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.3322915732860565
Benin,6,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.2613769769668579
Albania,6,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9659798741340637
Albania,6,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9651164412498474
Albania,6,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9475100636482239
Albania,6,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9739072322845459
Burundi,6,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.7385053634643555
Burundi,6,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.7458817958831787
Burundi,6,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.6638346910476685
Burundi,6,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.6757975220680237
Afghanistan,6,15to19,SAS,2015,South Asia (excluding high income),Urban,0.7157691121101379
Afghanistan,6,20to29,SAS,2015,South Asia (excluding high income),Urban,0.547246515750885
Afghanistan,6,30to39,SAS,2015,South Asia (excluding high income),Urban,0.349364310503006
Afghanistan,6,40to49,SAS,2015,South Asia (excluding high income),Urban,0.3248319923877716
Armenia,6,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9952588081359863
Armenia,6,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9982163906097412
Armenia,6,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9978862404823303
Armenia,6,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9983403086662292
Angola,6,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.7832716703414917
Angola,6,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.7864851355552673
Angola,6,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.6640375256538391
Angola,6,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.588763952255249
Burkina Faso,6,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.5812385678291321
Burkina Faso,6,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.5256690382957458
Burkina Faso,6,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.4074139893054962
Burkina Faso,6,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.3152623474597931
Azerbaijan,6,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9762553572654724
Azerbaijan,6,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9830948710441589
Azerbaijan,6,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.991165816783905
Azerbaijan,6,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9866263270378113
Bulgaria,6,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9150885939598083
Bulgaria,6,20to29,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9430716037750244
Bulgaria,6,30to39,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9689950346946716
Bulgaria,6,40to49,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9651394486427307
Bangladesh,7,15to19,SAS,2019,South Asia (excluding high income),Urban,0.7393893003463745
Bangladesh,7,20to29,SAS,2019,South Asia (excluding high income),Urban,0.6705352067947388
Bangladesh,7,30to39,SAS,2019,South Asia (excluding high income),Urban,0.5731508135795593
Bangladesh,7,40to49,SAS,2019,South Asia (excluding high income),Urban,0.4839164614677429
Benin,7,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5439214110374451
Benin,7,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.4838159382343292
Benin,7,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.29731833934783936
Benin,7,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.21321870386600494
Albania,7,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9648741483688354
Albania,7,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9630354046821594
Albania,7,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9420843720436096
Albania,7,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9718159437179565
Burundi,7,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.5734937787055969
Burundi,7,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.6278495192527771
Burundi,7,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.4621428847312927
Burundi,7,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.44146057963371277
Afghanistan,7,15to19,SAS,2015,South Asia (excluding high income),Urban,0.6489492654800415
Afghanistan,7,20to29,SAS,2015,South Asia (excluding high income),Urban,0.509681761264801
Afghanistan,7,30to39,SAS,2015,South Asia (excluding high income),Urban,0.31464025378227234
Afghanistan,7,40to49,SAS,2015,South Asia (excluding high income),Urban,0.28888121247291565
Armenia,7,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9952588081359863
Armenia,7,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9982163906097412
Armenia,7,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9978862404823303
Armenia,7,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9983403086662292
Angola,7,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.6422801613807678
Angola,7,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.717262327671051
Angola,7,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.5912787914276123
Angola,7,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.5100532174110413
Burkina Faso,7,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.47315382957458496
Burkina Faso,7,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.43465328216552734
Burkina Faso,7,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.330855131149292
Burkina Faso,7,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.26355814933776855
Azerbaijan,7,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9693536162376404
Azerbaijan,7,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9742329716682434
Azerbaijan,7,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9896525740623474
Azerbaijan,7,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9842648506164551
Bulgaria,7,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.8845449090003967
Bulgaria,7,20to29,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9258679747581482
Bulgaria,7,30to39,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.964005708694458
Bulgaria,7,40to49,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9558432698249817
Bangladesh,8,15to19,SAS,2019,South Asia (excluding high income),Urban,0.656571626663208
Bangladesh,8,20to29,SAS,2019,South Asia (excluding high income),Urban,0.6106098294258118
Bangladesh,8,30to39,SAS,2019,South Asia (excluding high income),Urban,0.5172138810157776
Bangladesh,8,40to49,SAS,2019,South Asia (excluding high income),Urban,0.44958895444869995
Benin,8,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.46179628372192383
Benin,8,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.4507635533809662
Benin,8,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.27680858969688416
Benin,8,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.18486347794532776
Albania,8,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9620099663734436
Albania,8,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9617979526519775
Albania,8,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9381067752838135
Albania,8,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9705423712730408
Burundi,8,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.4336525499820709
Burundi,8,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.5948570370674133
Burundi,8,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.42890000343322754
Burundi,8,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.4281080961227417
Afghanistan,8,15to19,SAS,2015,South Asia (excluding high income),Urban,0.5527127981185913
Afghanistan,8,20to29,SAS,2015,South Asia (excluding high income),Urban,0.4762420654296875
Afghanistan,8,30to39,SAS,2015,South Asia (excluding high income),Urban,0.2907063663005829
Afghanistan,8,40to49,SAS,2015,South Asia (excluding high income),Urban,0.2690797448158264
Armenia,8,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9910393953323364
Armenia,8,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9982163906097412
Armenia,8,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9968938231468201
Armenia,8,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9983403086662292
Angola,8,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.47526293992996216
Angola,8,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.6347020864486694
Angola,8,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.5224528908729553
Angola,8,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.4507094919681549
Burkina Faso,8,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.3761967122554779
Burkina Faso,8,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.400776207447052
Burkina Faso,8,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.3077872097492218
Burkina Faso,8,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.24624766409397125
Azerbaijan,8,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9557700157165527
Azerbaijan,8,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9700584411621094
Azerbaijan,8,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9867932796478271
Azerbaijan,8,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9826427698135376
Bulgaria,8,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.8026878237724304
Bulgaria,8,20to29,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.8933374881744385
Bulgaria,8,30to39,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9301496744155884
Bulgaria,8,40to49,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9276228547096252
Bangladesh,9,15to19,SAS,2019,South Asia (excluding high income),Urban,0.5423455834388733
Bangladesh,9,20to29,SAS,2019,South Asia (excluding high income),Urban,0.5318868160247803
Bangladesh,9,30to39,SAS,2019,South Asia (excluding high income),Urban,0.437426894903183
Bangladesh,9,40to49,SAS,2019,South Asia (excluding high income),Urban,0.3855622112751007
Benin,9,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.3405977189540863
Benin,9,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.3967849612236023
Benin,9,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.24844734370708466
Benin,9,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.15038476884365082
Albania,9,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9153953790664673
Albania,9,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.8413942456245422
Albania,9,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.6421748399734497
Albania,9,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.677890956401825
Burundi,9,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.2967264652252197
Burundi,9,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.5626760125160217
Burundi,9,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.39635083079338074
Burundi,9,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.39082443714141846
Afghanistan,9,15to19,SAS,2015,South Asia (excluding high income),Urban,0.4328816533088684
Afghanistan,9,20to29,SAS,2015,South Asia (excluding high income),Urban,0.4461631178855896
Afghanistan,9,30to39,SAS,2015,South Asia (excluding high income),Urban,0.252339243888855
Afghanistan,9,40to49,SAS,2015,South Asia (excluding high income),Urban,0.24331915378570557
Armenia,9,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9260144233703613
Armenia,9,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9700726270675659
Armenia,9,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9528475999832153
Armenia,9,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9717068076133728
Angola,9,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.31376898288726807
Angola,9,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.5430450439453125
Angola,9,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.4382973909378052
Angola,9,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.35304269194602966
Burkina Faso,9,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.24870173633098602
Burkina Faso,9,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.35638555884361267
Burkina Faso,9,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.27794286608695984
Burkina Faso,9,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.22998195886611938
Azerbaijan,9,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.8808344602584839
Azerbaijan,9,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9174239635467529
Azerbaijan,9,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9063348174095154
Azerbaijan,9,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9162933826446533
Bulgaria,9,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.5540623068809509
Bulgaria,9,20to29,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.782608687877655
Bulgaria,9,30to39,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.825374186038971
Bulgaria,9,40to49,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.8207171559333801
Bangladesh,1,15to19,SAS,2019,South Asia (excluding high income),Rural,0.9637697339057922
Bangladesh,1,20to29,SAS,2019,South Asia (excluding high income),Rural,0.9209633469581604
Bangladesh,1,30to39,SAS,2019,South Asia (excluding high income),Rural,0.7911292314529419
Bangladesh,1,40to49,SAS,2019,South Asia (excluding high income),Rural,0.5718806385993958
Benin,1,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.7077500224113464
Benin,1,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.5004290342330933
Benin,1,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.316615492105484
Benin,1,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.2768857181072235
Albania,1,15to19,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9931088089942932
Albania,1,20to29,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.985075831413269
Albania,1,30to39,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9748698472976685
Albania,1,40to49,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9876562356948853
Burundi,1,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.9314760565757751
Burundi,1,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.7143405675888062
Burundi,1,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.5767747163772583
Burundi,1,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.36869800090789795
Afghanistan,1,15to19,SAS,2015,South Asia (excluding high income),Rural,0.6084104180335999
Afghanistan,1,20to29,SAS,2015,South Asia (excluding high income),Rural,0.39426642656326294
Afghanistan,1,30to39,SAS,2015,South Asia (excluding high income),Rural,0.23858413100242615
Afghanistan,1,40to49,SAS,2015,South Asia (excluding high income),Rural,0.19812802970409393
Armenia,1,15to19,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9967870116233826
Armenia,1,20to29,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9974979758262634
Armenia,1,30to39,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9965965151786804
Armenia,1,40to49,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9970619082450867
Angola,1,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.7867345809936523
Angola,1,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.6738499999046326
Angola,1,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.5275607109069824
Angola,1,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.6078434586524963
Burkina Faso,1,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.36236709356307983
Burkina Faso,1,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.19569739699363708
Burkina Faso,1,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.12190088629722595
Burkina Faso,1,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.07433789223432541
Azerbaijan,1,15to19,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9763830304145813
Azerbaijan,1,20to29,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9868960380554199
Azerbaijan,1,30to39,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9860466718673706
Azerbaijan,1,40to49,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9818567037582397
Bulgaria,1,15to19,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9509434103965759
Bulgaria,1,20to29,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9624934196472168
Bulgaria,1,30to39,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9813385009765625
Bulgaria,1,40to49,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9551752209663391
Bangladesh,2,15to19,SAS,2019,South Asia (excluding high income),Rural,0.954912543296814
Bangladesh,2,20to29,SAS,2019,South Asia (excluding high income),Rural,0.9080622792243958
Bangladesh,2,30to39,SAS,2019,South Asia (excluding high income),Rural,0.7680070996284485
Bangladesh,2,40to49,SAS,2019,South Asia (excluding high income),Rural,0.5421860814094543
Benin,2,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.6958476305007935
Benin,2,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.48454174399375916
Benin,2,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.30140233039855957
Benin,2,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.26494449377059937
Albania,2,15to19,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9826997518539429
Albania,2,20to29,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9761756658554077
Albania,2,30to39,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9638878107070923
Albania,2,40to49,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9774767160415649
Burundi,2,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.908003568649292
Burundi,2,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.6940582394599915
Burundi,2,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.5588876008987427
Burundi,2,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.3619231581687927
Afghanistan,2,15to19,SAS,2015,South Asia (excluding high income),Rural,0.6062248349189758
Afghanistan,2,20to29,SAS,2015,South Asia (excluding high income),Rural,0.39284175634384155
Afghanistan,2,30to39,SAS,2015,South Asia (excluding high income),Rural,0.23694436252117157
Afghanistan,2,40to49,SAS,2015,South Asia (excluding high income),Rural,0.19647657871246338
Armenia,2,15to19,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9967870116233826
Armenia,2,20to29,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9974979758262634
Armenia,2,30to39,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9960836172103882
Armenia,2,40to49,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9970619082450867
Angola,2,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.7596082091331482
Angola,2,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.6429097652435303
Angola,2,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.48692241311073303
Angola,2,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.5514941811561584
Burkina Faso,2,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.34964215755462646
Burkina Faso,2,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.18429791927337646
Burkina Faso,2,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.11530189216136932
Burkina Faso,2,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.07003390789031982
Azerbaijan,2,15to19,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9758517742156982
Azerbaijan,2,20to29,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9858816266059875
Azerbaijan,2,30to39,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9859888553619385
Azerbaijan,2,40to49,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9813666939735413
Bulgaria,2,15to19,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9207547307014465
Bulgaria,2,20to29,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9529846906661987
Bulgaria,2,30to39,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9736164808273315
Bulgaria,2,40to49,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.945395290851593
Bangladesh,3,15to19,SAS,2019,South Asia (excluding high income),Rural,0.9338548183441162
Bangladesh,3,20to29,SAS,2019,South Asia (excluding high income),Rural,0.8796274065971375
Bangladesh,3,30to39,SAS,2019,South Asia (excluding high income),Rural,0.726500391960144
Bangladesh,3,40to49,SAS,2019,South Asia (excluding high income),Rural,0.49794796109199524
Benin,3,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.6534931063652039
Benin,3,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.44805529713630676
Benin,3,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.2635447084903717
Benin,3,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.22228562831878662
Albania,3,15to19,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9813783764839172
Albania,3,20to29,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9755420684814453
Albania,3,30to39,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9627684950828552
Albania,3,40to49,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9771140217781067
Burundi,3,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.8638253808021545
Burundi,3,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.648173987865448
Burundi,3,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.512740433216095
Burundi,3,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.3409712314605713
Afghanistan,3,15to19,SAS,2015,South Asia (excluding high income),Rural,0.5916441082954407
Afghanistan,3,20to29,SAS,2015,South Asia (excluding high income),Rural,0.38133251667022705
Afghanistan,3,30to39,SAS,2015,South Asia (excluding high income),Rural,0.2255086451768875
Afghanistan,3,40to49,SAS,2015,South Asia (excluding high income),Rural,0.18495506048202515
Armenia,3,15to19,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9967870116233826
Armenia,3,20to29,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9947439432144165
Armenia,3,30to39,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9950782060623169
Armenia,3,40to49,ECA,2015,Europe and Central Asia (excluding high income),Rural,0.9970619082450867
Angola,3,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.6745529174804688
Angola,3,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.5763879418373108
Angola,3,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.40135860443115234
Angola,3,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Rural,0.46808183193206787
Burkina Faso,3,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.32497912645339966
Burkina Faso,3,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.16499854624271393
Burkina Faso,3,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.10131879895925522
Burkina Faso,3,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Rural,0.05944804102182388
Azerbaijan,3,15to19,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9720680713653564
Azerbaijan,3,20to29,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9797282218933105
Azerbaijan,3,30to39,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.983333945274353
Azerbaijan,3,40to49,ECA,2006,Europe and Central Asia (excluding high income),Rural,0.9808225035667419
Bulgaria,3,15to19,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.8276729583740234
Bulgaria,3,20to29,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9313259124755859
Bulgaria,3,30to39,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9684684872627258
Bulgaria,3,40to49,ECA,2001,Europe and Central Asia (excluding high income),Rural,0.9201303720474243
Bangladesh,4,15to19,SAS,2019,South Asia (excluding high income),Rural,0.9082614779472351
Bangladesh,4,20to29,SAS,2019,South Asia (excluding high income),Rural,0.8492946624755859
Bangladesh,4,30to39,SAS,2019,South Asia (excluding high income),Rural,0.6831116080284119
Bangladesh,4,40to49,SAS,2019,South Asia (excluding high income),Rural,0.4554055631160736
Benin,4,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.6076260805130005
Benin,4,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.40991926193237305
Benin,4,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.23355555534362793
Benin,4,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Rural,0.1882995218038559
Albania,4,15to19,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9795833826065063
Albania,4,20to29,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9744189977645874
Albania,4,30to39,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9591452479362488
Albania,4,40to49,ECA,2017,Europe and Central Asia (excluding high income),Rural,0.9744189977645874
Burundi,4,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.7910074591636658
Burundi,4,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.586316704750061
Burundi,4,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.4461745619773865
Burundi,4,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Rural,0.31086012721061707
Afghanistan,4,15to19,SAS,2015,South Asia (excluding high income),Rural,0.5628564357757568
